RegionName,StateName,HealthRegionName,MunicipalityName,MunicipalityLat,MunicipalityLon,match_0,match_1,match_2,match_3
Nordeste,Pernambuco,Limoeiro,Tracunhaém,-7.759000,-35.160008,,,,
Nordeste,Pernambuco,Limoeiro,Vertente do Lério,-7.777591,-35.815722,,,,
Nordeste,Pernambuco,Limoeiro,Vicência,-7.659156,-35.356676,,,,
Nordeste,Pernambuco,Ouricuri,Araripina,-7.607951,-40.484519,,,,
Nordeste,Pernambuco,Ouricuri,Bodocó,-7.656125,-39.965359,,,,
Nordeste,Pernambuco,Ouricuri,Exu,-7.516266,-39.748292,,,,
Nordeste,Pernambuco,Ouricuri,Granito,-7.788514,-39.694378,,,,
Nordeste,Pernambuco,Ouricuri,Ipubi,-7.498167,-40.217341,,,,
Nordeste,Pernambuco,Ouricuri,Moreilândia,-7.618527,-39.522832,,,,
Nordeste,Pernambuco,Ouricuri,Ouricuri,-7.965868,-40.164326,,,,
Nordeste,Pernambuco,Ouricuri,Parnamirim,-8.160026,-39.769804,,,,
Nordeste,Pernambuco,Ouricuri,Santa Cruz,-8.290934,-40.302298,,,,
Nordeste,Pernambuco,Ouricuri,Santa Filomena,-8.223898,-40.571315,,,,
Nordeste,Pernambuco,Ouricuri,Trindade,-7.728083,-40.294788,,,,
Nordeste,Pernambuco,Palmares,Amaraji,-8.365340,-35.465271,,,,
Nordeste,Pernambuco,Palmares,Barreiros,-8.820289,-35.258402,,,,
Nordeste,Pernambuco,Palmares,Belém de Maria,-8.605050,-35.814945,,,,
Nordeste,Pernambuco,Palmares,Catende,-8.676092,-35.730715,,,,
Nordeste,Pernambuco,Palmares,Cortês,-8.432925,-35.531172,,,,
Nordeste,Pernambuco,Palmares,Escada,-8.370032,-35.264371,,,,
Nordeste,Pernambuco,Palmares,Gameleira,-8.613237,-35.392449,,,,
Nordeste,Pernambuco,Palmares,Jaqueira,-8.743508,-35.807964,,,,
Nordeste,Pernambuco,Palmares,Joaquim Nabuco,-8.562058,-35.544804,,,,
Nordeste,Pernambuco,Palmares,Lagoa dos Gatos,-8.682322,-35.895490,,,,
Nordeste,Pernambuco,Palmares,Maraial,-8.834709,-35.761846,,,,
Nordeste,Pernambuco,Palmares,Palmares,-8.656772,-35.630036,,,,
Nordeste,Pernambuco,Palmares,Primavera,-8.326568,-35.390462,,,,
Nordeste,Pernambuco,Palmares,Quipapá,-8.836055,-36.028415,,,,
Nordeste,Pernambuco,Palmares,Ribeirão,-8.504643,-35.366873,,,,
Nordeste,Pernambuco,Palmares,Rio Formoso,-8.675050,-35.217572,,,,
Nordeste,Pernambuco,Palmares,Sirinhaém,-8.572016,-35.171868,,,,
Nordeste,Pernambuco,Palmares,São Benedito do Sul,-8.808955,-35.906298,,,,
Nordeste,Pernambuco,Palmares,São José da Coroa Grande,-8.865974,-35.185040,,,,
Nordeste,Pernambuco,Palmares,Tamandaré,-8.745771,-35.229869,,,,
Nordeste,Pernambuco,Palmares,Xexéu,-8.836043,-35.653166,,,,
Nordeste,Pernambuco,Palmares,Água Preta,-8.728642,-35.481695,,,,
Nordeste,Pernambuco,Petrolina,Afrânio,-8.618987,-41.005528,,,,
Nordeste,Pernambuco,Petrolina,Cabrobó,-8.386378,-39.329353,,,,
Nordeste,Pernambuco,Petrolina,Dormentes,-8.496081,-40.620117,,,,
Nordeste,Pernambuco,Petrolina,Lagoa Grande,-8.777381,-40.222862,,,,
Nordeste,Pernambuco,Petrolina,Orocó,-8.472383,-39.590946,,,,
Nordeste,Pernambuco,Petrolina,Petrolina,-9.019832,-40.572054,,,,
Nordeste,Pernambuco,Petrolina,Santa Maria da Boa Vista,-8.629958,-39.914404,,,,
Nordeste,Pernambuco,Recife,Abreu e Lima,-7.879124,-35.019877,,,,
Nordeste,Pernambuco,Recife,Araçoiaba,-7.793411,-35.075871,,,,
Nordeste,Pernambuco,Recife,Cabo de Santo Agostinho,-8.269114,-35.085941,,,,
Nordeste,Pernambuco,Recife,Camaragibe,-7.987546,-34.995037,,,,
Nordeste,Pernambuco,Recife,Chã de Alegria,-7.999546,-35.222773,,,,
Nordeste,Pernambuco,Recife,Chã Grande,-8.229696,-35.474000,,,,
Nordeste,Pernambuco,Recife,Fernando de Noronha,-3.854372,-32.423924,,,,
Nordeste,Pernambuco,Recife,Glória do Goitá,-8.013150,-35.339559,,,,
Nordeste,Pernambuco,Recife,Igarassu,-7.817749,-34.960361,,,,
Nordeste,Pernambuco,Recife,Ilha de Itamaracá,-7.759385,-34.854627,,,,
Nordeste,Pernambuco,Recife,Ipojuca,-8.437648,-35.088451,,,,
Nordeste,Pernambuco,Recife,Itapissuma,-7.745511,-34.907567,,,,
Nordeste,Pernambuco,Recife,Jaboatão dos Guararapes,-8.152293,-35.003256,Jaboatao dos Guararapes,,,
Nordeste,Pernambuco,Recife,Moreno,-8.144096,-35.146878,,,,
Nordeste,Pernambuco,Recife,Olinda,-7.993050,-34.866249,,,,
Nordeste,Pernambuco,Recife,Paulista,-7.928316,-34.883240,,,,
Nordeste,Pernambuco,Recife,Pombos,-8.181511,-35.387272,,,,
Nordeste,Pernambuco,Recife,Recife,-8.039472,-34.933093,,,,
Nordeste,Pernambuco,Recife,São Lourenço da Mata,-8.023436,-35.104204,,,,
Nordeste,Pernambuco,Recife,Vitória de Santo Antão,-8.149607,-35.287625,,,,
Nordeste,Pernambuco,Salgueiro,Belém do São Francisco,-8.583479,-38.981725,,,,
Nordeste,Pernambuco,Salgueiro,Cedro,-7.743238,-39.203734,,,,
Nordeste,Pernambuco,Salgueiro,Mirandiba,-8.157540,-38.735905,,,,
Nordeste,Pernambuco,Salgueiro,Salgueiro,-8.129562,-39.089644,,,,
Nordeste,Pernambuco,Salgueiro,Serrita,-7.849790,-39.381382,,,,
Nordeste,Pernambuco,Salgueiro,Terra Nova,-8.157635,-39.397202,,,,
Nordeste,Pernambuco,Salgueiro,Verdejante,-7.975847,-38.989120,,,,
Nordeste,Pernambuco,Serra Talhada,Betânia,-8.265328,-37.987687,,,,
Nordeste,Pernambuco,Serra Talhada,Calumbi,-8.004117,-38.078281,,,,
Nordeste,Pernambuco,Serra Talhada,Carnaubeira da Penha,-8.409290,-38.721284,,,,
Nordeste,Pernambuco,Serra Talhada,Flores,-7.940011,-37.894628,,,,
Nordeste,Pernambuco,Serra Talhada,Floresta,-8.566500,-38.305755,,,,
Nordeste,Pernambuco,Serra Talhada,Itacuruba,-8.749554,-38.728556,,,,
Nordeste,Pernambuco,Serra Talhada,Santa Cruz da Baixa Verde,-7.848905,-38.175917,,,,
Nordeste,Pernambuco,Serra Talhada,Serra Talhada,-8.035978,-38.369961,,,,
Nordeste,Pernambuco,Serra Talhada,São José do Belmonte,-7.865669,-38.745739,,,,
Nordeste,Pernambuco,Serra Talhada,Triunfo,-7.849352,-38.066381,,,,
Nordeste,Piauí,Carnaubais,Assunção do Piauí,-5.880031,-41.068763,,,,
Nordeste,Piauí,Carnaubais,Boa Hora,-4.354221,-42.105833,,,,
Nordeste,Piauí,Carnaubais,Boqueirão do Piauí,-4.540143,-42.111517,,,,
Nordeste,Piauí,Carnaubais,Buriti dos Montes,-5.162220,-41.199936,,,,
Nordeste,Piauí,Carnaubais,Cabeceiras do Piauí,-4.432004,-42.333695,,,,
Nordeste,Piauí,Carnaubais,Campo Maior,-4.876998,-42.144889,,,,
Nordeste,Piauí,Carnaubais,Castelo do Piauí,-5.326536,-41.567045,,,,
Nordeste,Piauí,Carnaubais,Cocal de Telha,-4.616682,-41.957332,,,,
Nordeste,Piauí,Carnaubais,Jatobá do Piauí,-4.841443,-41.918423,,,,
Nordeste,Piauí,Carnaubais,Juazeiro do Piauí,-4.957830,-41.589428,,,,
Nordeste,Piauí,Carnaubais,Nossa Senhora de Nazaré,-4.643530,-42.188771,,,,
Nordeste,Piauí,Carnaubais,Novo Santo Antônio,-5.278733,-41.922610,,,,
Nordeste,Piauí,Carnaubais,Sigefredo Pacheco,-4.975574,-41.805227,,,,
Nordeste,Piauí,Carnaubais,São João da Serra,-5.542847,-41.878519,,,,
Nordeste,Piauí,Carnaubais,São Miguel do Tapuio,-5.740946,-41.439506,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Alvorada do Gurguéia,-8.455998,-43.968346,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Avelino Lopes,-10.179809,-43.942749,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Barreiras do Piauí,-10.003665,-45.710437,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Bom Jesus,-9.245316,-44.540518,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Colônia do Gurguéia,-8.181023,-43.696878,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Corrente,-10.391527,-45.139580,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Cristalândia do Piauí,-10.741756,-45.113649,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Cristino Castro,-8.782197,-43.961454,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Curimatá,-9.940722,-44.306462,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Currais,-8.821793,-44.673465,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Eliseu Martins,-7.971274,-43.658475,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Gilbués,-9.621947,-45.407623,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Júlio Borges,-10.425316,-44.174600,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Monte Alegre do Piauí,-9.604109,-45.030299,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Morro Cabeça no Tempo,-9.811526,-43.921861,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Palmeira do Piauí,-8.556746,-44.464434,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Parnaguá,-10.315843,-44.568430,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Redenção do Gurguéia,-9.524243,-44.454401,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Riacho Frio,-9.930172,-44.812681,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Santa Filomena,-8.990839,-45.675159,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Santa Luz,-9.045318,-44.105356,,,,
Nordeste,Piauí,Chapada das Mangabeiras,Sebastião Barros,-10.654488,-44.833303,,,,
Nordeste,Piauí,Chapada das Mangabeiras,São Gonçalo do Gurguéia,-10.088243,-45.321594,,,,
Nordeste,Piauí,Cocais,Barras,-4.189857,-42.368120,,,,
Nordeste,Piauí,Cocais,Batalha,-4.017467,-42.057724,,,,
Nordeste,Piauí,Cocais,Brasileira,-4.120801,-41.637094,,,,
Nordeste,Piauí,Cocais,Campo Largo do Piauí,-3.880927,-42.546234,,,,
Nordeste,Piauí,Cocais,Capitão de Campos,-4.522561,-41.901210,,,,
Nordeste,Piauí,Cocais,Domingos Mourão,-4.254829,-41.310000,,,,
Nordeste,Piauí,Cocais,Esperantina,-3.823589,-42.189752,,,,
Nordeste,Piauí,Cocais,Joaquim Pires,-3.539851,-42.082633,,,,
Nordeste,Piauí,Cocais,Joca Marques,-3.545464,-42.426333,,,,
Nordeste,Piauí,Cocais,Lagoa de São Francisco,-4.364315,-41.581407,,,,
Nordeste,Piauí,Cocais,Luzilândia,-3.607100,-42.364259,,,,
Nordeste,Piauí,Cocais,Madeiro,-3.566164,-42.529179,,,,
Nordeste,Piauí,Cocais,Matias Olímpio,-3.707511,-42.583928,,,,
Nordeste,Piauí,Cocais,Milton Brandão,-4.698795,-41.489746,,,,
Nordeste,Piauí,Cocais,Morro do Chapéu do Piauí,-3.705810,-42.263122,,,,
Nordeste,Piauí,Cocais,Nossa Senhora dos Remédios,-4.025838,-42.606142,,,,
Nordeste,Piauí,Cocais,Pedro II,-4.495202,-41.397175,,,,
Nordeste,Piauí,Cocais,Piracuruca,-3.853654,-41.614570,,,,
Nordeste,Piauí,Cocais,Piripiri,-4.330900,-41.771560,,,,
Nordeste,Piauí,Cocais,Porto,-3.951092,-42.707975,,,,
Nordeste,Piauí,Cocais,São José do Divino,-3.774871,-41.861224,,,,
Nordeste,Piauí,Cocais,São João da Fronteira,-3.992232,-41.283644,,,,
Nordeste,Piauí,Cocais,São João do Arraial,-3.819150,-42.449474,,,,
Nordeste,Piauí,Entre Rios,Agricolândia,-5.768100,-42.682295,,,,
Nordeste,Piauí,Entre Rios,Alto Longá,-5.378998,-42.154813,,,,
Nordeste,Piauí,Entre Rios,Altos,-5.014751,-42.469277,,,,
Nordeste,Piauí,Entre Rios,Amarante,-6.370108,-42.788019,,,,
Nordeste,Piauí,Entre Rios,Angical do Piauí,-6.106892,-42.750079,,,,
Nordeste,Piauí,Entre Rios,Barro Duro,-5.801751,-42.502734,,,,
Nordeste,Piauí,Entre Rios,Beneditinos,-5.499501,-42.400089,,,,
Nordeste,Piauí,Entre Rios,Coivaras,-5.100265,-42.284587,,,,
Nordeste,Piauí,Entre Rios,Curralinhos,-5.616256,-42.846795,,,,
Nordeste,Piauí,Entre Rios,Demerval Lobão,-5.339313,-42.671662,,,,
Nordeste,Piauí,Entre Rios,Hugo Napoleão,-6.035532,-42.498404,,,,
Nordeste,Piauí,Entre Rios,Jardim do Mulato,-6.145942,-42.526890,,,,
Nordeste,Piauí,Entre Rios,José de Freitas,-4.713877,-42.524799,,,,
Nordeste,Piauí,Entre Rios,Lagoa Alegre,-4.489627,-42.564923,,,,
Nordeste,Piauí,Entre Rios,Lagoa do Piauí,-5.461305,-42.608170,,,,
Nordeste,Piauí,Entre Rios,Lagoinha do Piauí,-5.819767,-42.627149,,,,
Nordeste,Piauí,Entre Rios,Miguel Alves,-4.240384,-42.773414,,,,
Nordeste,Piauí,Entre Rios,Miguel Leão,-5.700889,-42.702710,,,,
Nordeste,Piauí,Entre Rios,Monsenhor Gil,-5.610888,-42.609755,,,,
Nordeste,Piauí,Entre Rios,Nazária,-5.445412,-42.868307,,,,
Nordeste,Piauí,Entre Rios,Olho D'Água do Piauí,-5.857800,-42.551946,,,,
Nordeste,Piauí,Entre Rios,Palmeirais,-5.882578,-42.956249,,,,
Nordeste,Piauí,Entre Rios,Passagem Franca do Piauí,-5.873437,-42.413320,,,,
Nordeste,Piauí,Entre Rios,Pau D'Arco do Piauí,-5.245522,-42.470470,,,,
Nordeste,Piauí,Entre Rios,Regeneração,-6.352494,-42.490473,,,,
Nordeste,Piauí,Entre Rios,Santo Antônio dos Milagres,-6.050137,-42.702865,,,,
Nordeste,Piauí,Entre Rios,São Gonçalo do Piauí,-6.002815,-42.652004,,,,
Nordeste,Piauí,Entre Rios,São Pedro do Piauí,-5.818502,-42.786545,,,,
Nordeste,Piauí,Entre Rios,Teresina,-5.101943,-42.740718,,,,
Nordeste,Piauí,Entre Rios,União,-4.594956,-42.795190,,,,
Nordeste,Piauí,Entre Rios,Água Branca,-5.913636,-42.628481,,,,
Nordeste,Piauí,Planície Litorânea,Bom Princípio do Piauí,-3.157575,-41.630635,,,,
Nordeste,Piauí,Planície Litorânea,Buriti dos Lopes,-3.239322,-41.803820,,,,
Nordeste,Piauí,Planície Litorânea,Cajueiro da Praia,-2.992088,-41.361241,,,,
Nordeste,Piauí,Planície Litorânea,Caraúbas do Piauí,-3.564866,-41.824460,,,,
Nordeste,Piauí,Planície Litorânea,Caxingó,-3.391677,-41.850188,,,,
Nordeste,Piauí,Planície Litorânea,Cocal,-3.453902,-41.542269,,,,
Nordeste,Piauí,Planície Litorânea,Cocal dos Alves,-3.630731,-41.420515,,,,
Nordeste,Piauí,Planície Litorânea,Ilha Grande,-2.830048,-41.815162,,,,
Nordeste,Piauí,Planície Litorânea,Luís Correia,-3.081720,-41.481670,,,,
Nordeste,Piauí,Planície Litorânea,Murici dos Portelas,-3.355719,-42.012939,,,,
Nordeste,Piauí,Planície Litorânea,Parnaíba,-2.958865,-41.753599,,,,
Nordeste,Piauí,Serra da Capivara,Anísio de Abreu,-9.213969,-43.042036,,,,
Nordeste,Piauí,Serra da Capivara,Bonfim do Piauí,-9.171259,-42.875740,,,,
Nordeste,Piauí,Serra da Capivara,Campo Alegre do Fidalgo,-8.282594,-41.821453,,,,
Nordeste,Piauí,Serra da Capivara,Capitão Gervásio Oliveira,-8.529435,-41.901471,,,,
Nordeste,Piauí,Serra da Capivara,Caracol,-9.089207,-43.346599,,,,
Nordeste,Piauí,Serra da Capivara,Coronel José Dias,-8.895585,-42.334745,,,,
Nordeste,Piauí,Serra da Capivara,Dirceu Arcoverde,-9.328290,-42.457871,,,,
Nordeste,Piauí,Serra da Capivara,Dom Inocêncio,-8.918083,-41.922571,,,,
Nordeste,Piauí,Serra da Capivara,Fartura do Piauí,-9.475568,-42.783866,,,,
Nordeste,Piauí,Serra da Capivara,Guaribas,-9.063354,-43.670747,,,,
Nordeste,Piauí,Serra da Capivara,João Costa,-8.541887,-42.481839,,,,
Nordeste,Piauí,Serra da Capivara,Jurema,-9.014828,-43.165601,,,,
Nordeste,Piauí,Serra da Capivara,Lagoa do Barro do Piauí,-8.568978,-41.600002,,,,
Nordeste,Piauí,Serra da Capivara,São Braz do Piauí,-8.962511,-43.008275,,,,
Nordeste,Piauí,Serra da Capivara,São João do Piauí,-8.320515,-42.256965,,,,
Nordeste,Piauí,Serra da Capivara,São Lourenço do Piauí,-9.171566,-42.535122,,,,
Nordeste,Piauí,Serra da Capivara,São Raimundo Nonato,-8.965898,-42.715768,,,,
Nordeste,Piauí,Serra da Capivara,Várzea Branca,-9.322656,-42.921899,,,,
Nordeste,Piauí,Tabuleiros do Alto Parnaíba,Antônio Almeida,-7.219151,-44.202898,,,,
Nordeste,Piauí,Tabuleiros do Alto Parnaíba,Baixa Grande do Ribeiro,-8.505629,-45.160898,,,,
Nordeste,Piauí,Tabuleiros do Alto Parnaíba,Ribeiro Gonçalves,-7.973614,-45.344847,,,,
Nordeste,Piauí,Tabuleiros do Alto Parnaíba,Sebastião Leal,-7.744932,-44.092835,,,,
Nordeste,Piauí,Tabuleiros do Alto Parnaíba,Uruçuí,-7.791952,-44.569028,,,,
Nordeste,Piauí,Vale do Canindé,Bela Vista do Piauí,-7.996076,-41.855864,,,,
Nordeste,Piauí,Vale do Canindé,Cajazeiras do Piauí,-6.782327,-42.458993,,,,
Nordeste,Piauí,Vale do Canindé,Campinas do Piauí,-7.656476,-41.871548,,,,
Nordeste,Piauí,Vale do Canindé,Colônia do Piauí,-7.294543,-42.187406,,,,
Nordeste,Piauí,Vale do Canindé,Conceição do Canindé,-7.914135,-41.580627,,,,
Nordeste,Piauí,Vale do Canindé,Floresta do Piauí,-7.473776,-41.804518,,,,
Nordeste,Piauí,Vale do Canindé,Isaías Coelho,-7.649805,-41.649914,,,,
Nordeste,Piauí,Vale do Canindé,Oeiras,-6.966630,-42.164853,,,,
Nordeste,Piauí,Vale do Canindé,Santa Rosa do Piauí,-6.809538,-42.227402,,,,
Nordeste,Piauí,Vale do Canindé,Santo Inácio do Piauí,-7.458419,-42.014666,,,,
Nordeste,Piauí,Vale do Canindé,Simplício Mendes,-7.798980,-42.021386,,,,
Nordeste,Piauí,Vale do Canindé,São Francisco de Assis do Piauí,-8.193760,-41.583353,,,,
Nordeste,Piauí,Vale do Canindé,São João da Varjota,-6.956628,-41.882045,,,,
Nordeste,Piauí,Vale do Canindé,Tanque do Piauí,-6.662368,-42.265877,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Acauã,-8.306110,-41.001666,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Alagoinha do Piauí,-6.929872,-40.919041,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Alegrete do Piauí,-7.200851,-40.798340,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Aroeiras do Itaim,-7.250567,-41.534559,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Belém do Piauí,-7.390717,-40.982501,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Betânia do Piauí,-8.113480,-40.751076,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Bocaina,-6.906031,-41.303975,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Caldeirão Grande do Piauí,-7.308300,-40.623023,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Campo Grande do Piauí,-7.183047,-41.065109,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Caridade do Piauí,-7.703727,-40.956029,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Curral Novo do Piauí,-7.887664,-40.770952,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Dom Expedito Lopes,-6.959704,-41.698557,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Francisco Macedo,-7.319368,-40.783927,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Francisco Santos,-7.012702,-41.147326,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Fronteiras,-7.077228,-40.583352,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Geminiano,-7.187578,-41.332096,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Ipiranga do Piauí,-6.819133,-41.790653,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Itainópolis,-7.410008,-41.481353,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Jacobina do Piauí,-7.896869,-41.252401,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Jaicós,-7.391055,-41.206751,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Marcolândia,-7.428740,-40.736722,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Massapê do Piauí,-7.535491,-41.095163,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Monsenhor Hipólito,-6.917895,-41.037610,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Padre Marcos,-7.377918,-40.880646,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Paquetá,-7.131293,-41.685564,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Patos do Piauí,-7.673391,-41.295878,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Paulistana,-8.110777,-41.145364,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Picos,-7.059458,-41.522170,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Pio IX,-6.789991,-40.718375,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Queimada Nova,-8.515979,-41.351358,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Santa Cruz do Piauí,-7.236450,-41.774894,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Santana do Piauí,-6.940180,-41.495818,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Santo Antônio de Lisboa,-6.906618,-41.207406,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Simões,-7.670999,-40.741876,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Sussuapara,-7.018939,-41.356647,,,,
Nordeste,Piauí,Vale do Rio Guaribas,São José do Piauí,-6.815371,-41.490618,,,,
Nordeste,Piauí,Vale do Rio Guaribas,São João da Canabrava,-6.692078,-41.391620,,,,
Nordeste,Piauí,Vale do Rio Guaribas,São Julião,-7.081932,-40.819833,,,,
Nordeste,Piauí,Vale do Rio Guaribas,São Luis do Piauí,-6.764332,-41.263124,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Vera Mendes,-7.597815,-41.518162,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Vila Nova do Piauí,-7.202686,-40.936250,,,,
Nordeste,Piauí,Vale do Rio Guaribas,Wall Ferraz,-7.265952,-41.878123,,,,
Nordeste,Piauí,Vale do Sambito,Aroazes,-6.124541,-41.830203,,,,
Nordeste,Piauí,Vale do Sambito,Barra D'Alcântara,-6.529522,-42.106525,,,,
Nordeste,Piauí,Vale do Sambito,Elesbão Veloso,-6.185133,-42.193144,,,,
Nordeste,Piauí,Vale do Sambito,Francinópolis,-6.423102,-42.234239,,,,
Nordeste,Piauí,Vale do Sambito,Inhuma,-6.672873,-41.686077,,,,
Nordeste,Piauí,Vale do Sambito,Lagoa do Sítio,-6.490485,-41.486391,,,,
Nordeste,Piauí,Vale do Sambito,Novo Oriente do Piauí,-6.501174,-41.976968,,,,
Nordeste,Piauí,Vale do Sambito,Pimenteiras,-6.344681,-41.166400,,,,
Nordeste,Piauí,Vale do Sambito,Prata do Piauí,-5.724603,-42.166821,,,,
Nordeste,Piauí,Vale do Sambito,Santa Cruz dos Milagres,-5.908047,-41.868834,,,,
Nordeste,Piauí,Vale do Sambito,São Félix do Piauí,-5.935663,-42.103058,,,,
Nordeste,Piauí,Vale do Sambito,São Miguel da Baixa Grande,-5.818647,-42.273273,,,,
Nordeste,Piauí,Vale do Sambito,Valença do Piauí,-6.367259,-41.798729,,,,
Nordeste,Piauí,Vale do Sambito,Várzea Grande,-6.553781,-42.225645,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Arraial,-6.618374,-42.520231,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Bertolínia,-7.745506,-43.876323,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Brejo do Piauí,-8.382491,-42.791004,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Canavieira,-7.557767,-43.558514,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Canto do Buriti,-8.342530,-43.337476,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Flores do Piauí,-7.673123,-42.861125,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Floriano,-7.005580,-43.079525,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Francisco Ayres,-6.669142,-42.721485,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Guadalupe,-6.842247,-43.705371,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Itaueira,-7.504967,-43.133741,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Jerumenha,-7.115077,-43.501383,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Landri Sales,-7.295796,-43.927886,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Manoel Emídio,-8.206375,-44.007839,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Marcos Parente,-7.076207,-43.894352,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Nazaré do Piauí,-7.052173,-42.745546,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Nova Santa Rita,-8.119450,-42.023596,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Paes Landim,-7.812648,-42.285091,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Pajeú do Piauí,-7.904045,-42.833833,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Pavussu,-7.925311,-43.337256,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Pedro Laurentino,-8.072844,-42.265409,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Porto Alegre do Piauí,-6.956639,-44.057289,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Ribeira do Piauí,-7.928325,-42.613554,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Rio Grande do Piauí,-7.770998,-43.152234,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Socorro do Piauí,-7.896965,-42.476442,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,São Francisco do Piauí,-7.198775,-42.500906,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,São José do Peixe,-7.482417,-42.582403,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,São Miguel do Fidalgo,-7.596776,-42.332718,,,,
Nordeste,Piauí,Vale dos Rios Piauí e Itaueiras,Tamboril do Piauí,-8.486121,-43.082092,,,,
