RegionName,StateName,HealthRegionName,MunicipalityName,RegionID,StateID,HealthRegionID,MunicipalityID,RegionLat,RegionLon,StateLat,StateLon,HealthRegionLat,HealthRegionLon,MunicipalityLat,MunicipalityLon
Nordeste,Rio Grande do Norte,5ª Região de Saúde - Santa Cruz,,2,17,194,,-8.634569,-41.740481,-5.839472,-36.673280,-6.119558,-35.920612,,
Nordeste,Rio Grande do Norte,6ª Região de Saúde - Pau dos Ferros,,2,17,195,,-8.634569,-41.740481,-5.839472,-36.673280,-6.153172,-38.058283,,
Nordeste,Rio Grande do Norte,7ª Região de Saúde - Metropolitana,,2,17,196,,-8.634569,-41.740481,-5.839472,-36.673280,-5.849728,-35.347712,,
Nordeste,Rio Grande do Norte,8ª Região de Saúde - Açu,,2,17,197,,-8.634569,-41.740481,-5.839472,-36.673280,-5.549588,-36.831909,,
Nordeste,Sergipe,Aracaju,,2,18,198,,-8.634569,-41.740481,-10.584266,-37.443974,-10.949003,-37.229319,,
Nordeste,Sergipe,Estância,,2,18,199,,-8.634569,-41.740481,-10.584266,-37.443974,-11.317144,-37.609581,,
Nordeste,Sergipe,Itabaiana,,2,18,200,,-8.634569,-41.740481,-10.584266,-37.443974,-10.537080,-37.538550,,
Nordeste,Sergipe,Lagarto,,2,18,201,,-8.634569,-41.740481,-10.584266,-37.443974,-10.935836,-37.842041,,
Nordeste,Sergipe,Nossa Senhora da Glória,,2,18,202,,-8.634569,-41.740481,-10.584266,-37.443974,-9.958318,-37.552339,,
Nordeste,Sergipe,Nossa Senhora do Socorro,,2,18,203,,-8.634569,-41.740481,-10.584266,-37.443974,-10.576961,-37.054109,,
Nordeste,Sergipe,Propriá,,2,18,204,,-8.634569,-41.740481,-10.584266,-37.443974,-10.350512,-36.809717,,
Norte,Acre,Alto Acre,,3,19,205,,-4.607167,-59.206200,-9.212717,-70.473437,-10.714060,-69.159758,,
Norte,Acre,Baixo Acre e Purus,,3,19,206,,-4.607167,-59.206200,-9.212717,-70.473437,-9.705521,-69.267256,,
Norte,Acre,Juruá e Tarauacá/Envira,,3,19,207,,-4.607167,-59.206200,-9.212717,-70.473437,-8.492508,-71.764748,,
Norte,Amapá,Área Central,,3,20,208,,-4.607167,-59.206200,1.447500,-51.962026,1.025697,-51.693058,,
