RegionName,StateName,HealthRegionName,HealthRegionLat,HealthRegionLon,match_0,match_1,match_2,match_3
Sul,Paraná,10ª RS Cascavel,-25.058313,-53.271836,,,,
Sul,Paraná,11ª RS Campo Mourão,-24.259811,-52.544923,,,,
Sul,Paraná,12ª RS Umuarama,-23.728123,-53.514067,,,,
Sul,Paraná,13ª RS Cianorte,-23.613191,-52.752865,,,,
Sul,Paraná,14ª RS Paranavaí,-22.952226,-52.816374,,,,
Sul,Paraná,15ª RS Maringá,-23.218095,-51.989932,,,,
Sul,Paraná,16ª RS Apucarana,-23.773911,-51.502068,,,,
Sul,Paraná,17ª RS Londrina,-23.184607,-51.246818,,,,
Sul,Paraná,18ª RS Cornélio Procópio,-23.368277,-50.603232,,,,
Sul,Paraná,19ª RS Jacarezinho,-23.538652,-49.973756,,,,
Sul,Paraná,1ª RS Paranaguá,-25.468538,-48.590115,,,,
Sul,Paraná,20ª RS Toledo,-24.553033,-53.950828,,,,
Sul,Paraná,21ª RS Telêmaco Borba,-24.384849,-50.662632,,,,
Sul,Paraná,22ª RS Ivaiporã,-24.456315,-51.628573,,,,
Sul,Paraná,2ª RS Metropolitana,-25.378931,-49.336977,,,,
Sul,Paraná,3ª RS Ponta Grossa,-24.792039,-49.991979,,,,
Sul,Paraná,4ª RS Irati,-25.526921,-50.763962,,,,
Sul,Paraná,5ª RS Guarapuava,-25.277483,-51.834144,,,,
Sul,Paraná,6ª RS União da Vitória,-26.093687,-51.027747,,,,
Sul,Paraná,7ª RS Pato Branco,-26.135029,-52.291820,,,,
Sul,Paraná,8ª RS Francisco Beltrão,-25.904764,-53.332075,,,,
Sul,Paraná,9ª RS Foz do Iguaçu,-25.339720,-54.203966,,,,
Sul,Rio Grande do Sul,Região 01 - Verdes Campos,-29.709052,-53.696576,,,,
Sul,Rio Grande do Sul,Região 02 - Entre Rios,-29.381924,-54.849988,,,,
Sul,Rio Grande do Sul,Região 03 - Fronteira Oeste,-30.042920,-55.694920,,,,
Sul,Rio Grande do Sul,Região 04 - Belas Praias,-29.502302,-50.054713,,,,
Sul,Rio Grande do Sul,Região 05 - Bons Ventos,-30.414573,-50.576804,,,,
Sul,Rio Grande do Sul,Região 06 - Vale do Paranhana e Costa Serr,-29.272567,-50.499654,,,,
Sul,Rio Grande do Sul,Região 07 - Vale dos Sinos,-29.628324,-51.088174,,,,
Sul,Rio Grande do Sul,Região 08 - Vale do Caí e Metropolitana,-29.715911,-51.472505,,,,
Sul,Rio Grande do Sul,Região 09 - Carbonífera/Costa Doce,-30.466266,-51.775490,,,,
Sul,Rio Grande do Sul,Região 10 - Capital e Vale do Gravataí,-30.071480,-50.928998,,,,
Sul,Rio Grande do Sul,Região 11 - Sete Povos das Missões,-28.481192,-55.113863,,,,
Sul,Rio Grande do Sul,Região 12 - Portal das Missões,-28.779753,-53.521025,,,,
Sul,Rio Grande do Sul,Região 13 - Diversidade,-28.223977,-53.881089,,,,
Sul,Rio Grande do Sul,Região 14 - Fronteira Noroeste,-27.807775,-54.490457,,,,
Sul,Rio Grande do Sul,Região 15 - Caminho das Águas,-27.362889,-53.509654,,,,
Sul,Rio Grande do Sul,Região 16 - Alto Uruguai Gaúcho,-27.591338,-52.380047,,,,
Sul,Rio Grande do Sul,Região 17 - Planalto,-28.339232,-52.408218,,,,
Sul,Rio Grande do Sul,Região 18 - Araucárias,-28.045674,-51.656427,,,,
Sul,Rio Grande do Sul,Região 19 - Botucaraí,-28.907799,-52.613278,,,,
Sul,Rio Grande do Sul,Região 20 - Rota da Produção,-27.812557,-53.217690,,,,
Sul,Rio Grande do Sul,Região 21 - Sul,-31.891137,-52.852832,,,,
Sul,Rio Grande do Sul,Região 22 - Pampa,-31.173744,-54.250440,,,,
Sul,Rio Grande do Sul,Região 23 - Caxias e Hortênsias,-29.204307,-51.002156,,,,
Sul,Rio Grande do Sul,Região 24 - Campos de Cima da Serra,-28.499732,-50.708815,,,,
Sul,Rio Grande do Sul,Região 25 - Vinhedos e Basalto,-28.925722,-51.665987,,,,
Sul,Rio Grande do Sul,Região 26 - Uva Vale,-29.002786,-51.287482,,,,
Sul,Rio Grande do Sul,Região 27 - Jacuí Centro,-30.295858,-53.029670,,,,
Sul,Rio Grande do Sul,Região 28 - Vinte e Oito,-29.803090,-52.458612,,,,
Sul,Rio Grande do Sul,Região 29 - Vales e Montanhas,-29.203800,-52.077362,,,,
Sul,Rio Grande do Sul,Região 30 - Vale da Luz,-29.566698,-51.815318,,,,
Sul,Santa Catarina,Alto Uruguai Catarinense,-27.183856,-52.061794,,,,
Sul,Santa Catarina,Alto Vale do Itajaí,-27.122365,-49.801251,,,,
Sul,Santa Catarina,Alto Vale do Rio do Peixe,-26.929084,-50.830909,,,,
Sul,Santa Catarina,Carbonífera,-28.545905,-49.414642,,,,
Sul,Santa Catarina,Extremo Oeste,-26.708859,-53.433528,,,,
Sul,Santa Catarina,Extremo Sul Catarinense,-28.983753,-49.732378,,,,
Sul,Santa Catarina,Foz do Rio Itajaí,-26.917463,-48.757926,,,,
Sul,Santa Catarina,Grande Florianópolis,-27.628983,-48.910535,,,,
Sul,Santa Catarina,Laguna,-28.320730,-49.030735,,,,
Sul,Santa Catarina,Meio Oeste,-27.209030,-51.390501,,,,
Sul,Santa Catarina,Médio Vale do Itajaí,-26.909313,-49.238770,,,,
Sul,Santa Catarina,Nordeste,-26.351164,-48.923095,,,,
Sul,Santa Catarina,Oeste,-26.957558,-52.891079,,,,
Sul,Santa Catarina,Planalto Norte,-26.362958,-50.139944,,,,
Sul,Santa Catarina,Serra Catarinense,-27.923754,-50.204035,,,,
Sul,Santa Catarina,Xanxerê,-26.664920,-52.421634,,,,
